ID,OLT,Hora,F/S/P,ONT ID,MAC,S/N,RX (dBm),TX (dBm),Status,Primária,Secundária,Porta Sec.,Descrição OLT,Mudanças
9373,95,2025-05-27 08:57:58.180336,0/0/10,45,50:6F:77:C4:86:44,48575443CDD1F29B,-25.08,2.18,online,A7F110,A7F110-S6-B,13,A7F110S6-B P13,Não
9372,95,2025-05-27 08:57:56.947490,0/0/10,43,AC:75:1D:88:E7:16,485754437E08B09D,-26.99,2.36,online,A7F110,A7F110-S2,5,A7F110S2 P5,Não
9371,95,2025-05-27 08:57:55.718315,0/0/10,42,08:C0:21:32:C7:40,4857544332C73F73,-20.27,2.2,online,A7F110,A7F110-S1,15,A7F110S1 P15,Não
9370,95,2025-05-27 08:57:54.486464,0/0/10,39,N/A,4857544399F0D88A,N/A,N/A,offline,A7F110,A7F110-S6-B,12,A7F110S6-B P12,Não
9369,95,2025-05-27 08:57:54.256979,0/0/10,36,C8:1F:BE:13:40:96,4857544313409580,-22.07,2.46,online,A7F110,A7F110-S1,12,A7F110S1 P12,Não
9368,95,2025-05-27 08:57:53.026885,0/0/10,34,DC:21:E2:07:03:EC,4857544387D7A0A3,-21.3,2.28,online,A7F110,A7F110-S5,11,A7F110S5 P11,Não
9367,95,2025-05-27 08:57:51.797167,0/0/10,33,C4:FF:1F:7F:34:6B,48575443FE84BF9A,-22.59,2.1,online,A7F110,A7F110-S6-A,2,A7F110S6-A P2,Não
9366,95,2025-05-27 08:57:50.570227,0/0/10,32,N/A,48575443A84D059D,N/A,N/A,offline,29011,N/A,N/A,29011,Não
9365,95,2025-05-27 08:57:50.334671,0/0/10,30,38:EB:47:91:8A:36,48575443D81FAFA3,-26.02,2.25,online,A7F110S6A,N/A,5,A7F110S6A P5,Não
9364,95,2025-05-27 08:57:49.091844,0/0/10,29,28:B4:48:C8:D3:B1,48575443F2BA199A,-25.08,2.3,online,A7F110,A7F110-S6-A,4,A7F110S6-A P4,Não
9363,95,2025-05-27 08:57:47.849042,0/0/10,28,7C:C3:85:CD:A4:D7,48575443CDA4D69E,-26.02,1.98,online,A7F110,A7F110-S2,9,A7F110S2 P9,Não
9362,95,2025-05-27 08:57:46.616283,0/0/10,27,AC:75:1D:89:3F:17,485754437E0F759D,-22.22,2.0,online,7F110,7F110-S1,16,7F110S1 P16,Não
9361,95,2025-05-27 08:57:45.383336,0/0/10,25,88:66:39:86:D5:20,4857544386D51F95,-24.2,2.36,online,A7F110S6B,N/A,10,A7F110S6B P10,Não
9360,95,2025-05-27 08:57:44.152601,0/0/10,24,N/A,4857544332FB759A,N/A,N/A,offline,A7F110,A7F110-S8,8,A7F110S8 P8,Não
9359,95,2025-05-27 08:57:43.889163,0/0/10,23,88:3F:D3:4D:7C:A9,485754434D7CA88B,-23.1,2.24,online,A7F110S6 B,N/A,9,A7F110S6 B P9,Não
9358,95,2025-05-27 08:57:42.660510,0/0/10,22,N/A,48575443E08D82A1,N/A,N/A,offline,MATHEUS RODRIGUES DE,N/A,N/A,MATHEUS RODRIGUES DE,Não
9357,95,2025-05-27 08:57:42.431262,0/0/10,21,N/A,485754437DE91D9E,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9356,95,2025-05-27 08:57:42.203182,0/0/10,19,D0:EF:C1:63:43:51,48575443330F629D,-21.25,2.11,online,A7F110,A7F110-S4,4,A7F110S4 P4,Não
9355,95,2025-05-27 08:57:40.967914,0/0/10,18,C0:BF:C0:6D:0B:8E,4857544304BB3D9A,-22.29,2.1,online,A7F110,A7F110-S6-A,1,A7F110S6-A P1,Não
9354,95,2025-05-27 08:57:39.732976,0/0/10,17,FC:BC:D1:F2:EE:01,485754437DC85A9E,-23.01,2.16,online,A7F111,A7F111-S5,9,A7F111S5 P9,Não
9353,95,2025-05-27 08:57:38.495236,0/0/10,16,04:33:89:3B:06:FA,48575443B736EA9D,-21.19,2.24,online,7F110,7F110-S1,7,7F110S1 P7,Não
9352,95,2025-05-27 08:57:37.266389,0/0/10,15,28:B4:48:3C:CF:5F,48575443E6BFF09A,-23.76,2.32,online,A7F110,A7F110-S6-A,6,A7F110S6-A P6,Não
9351,95,2025-05-27 08:57:35.965147,0/0/10,14,58:F9:87:F7:CC:08,485754432C90899D,-21.19,1.98,online,A7F110,A7F110-S5,2,A7F110S5 P2,Não
9350,95,2025-05-27 08:57:34.734617,0/0/10,13,C8:8D:83:E7:A0:CA,48575449A7A0C99A,-22.0,2.05,online,A7F110,A7F110-S6-B,14,A7F110S6-B P14,Não
9349,95,2025-05-27 08:57:33.496215,0/0/10,12,BC:3F:8F:94:A5:78,48575443821AC7B3,-20.97,2.09,online,A7F110,A7F110-S1,8,A7F110S1 P8,Não
9348,95,2025-05-27 08:57:31.662831,0/0/10,11,N/A,48575443B3C4EB8D,N/A,N/A,offline,A7AF110,A7AF110-S8,1,A7AF110S8 P1,Não
9347,95,2025-05-27 08:57:31.429172,0/0/10,10,N/A,485754431845DA81,N/A,N/A,offline,7F110,7F110-S2,11,7F110S2 P11,Não
9346,95,2025-05-27 08:57:31.202285,0/0/10,9,N/A,48575443E04172A1,N/A,N/A,offline,A7F110,A7F110-S8,3,A7F110S8 P3,Não
9345,95,2025-05-27 08:57:30.976641,0/0/10,8,N/A,485754434639108B,N/A,N/A,offline,A7F110,A7F110-S8,4,A7F110S8 P4,Não
9344,95,2025-05-27 08:57:30.750870,0/0/10,7,N/A,4857544362CB729A,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9343,95,2025-05-27 08:57:30.521841,0/0/10,6,A0:8C:F8:4C:65:04,485754434C650393,-26.38,2.1,online,A7F110,A7F110-S6-B,16,A7F110S6-B   P16,Não
9342,95,2025-05-27 08:57:29.292148,0/0/10,5,A4:BE:2B:02:BE:1C,48575443DD48459C,-21.55,2.1,online,A7F110,A7F110-S5,1,A7F110S5 P1,Não
9341,95,2025-05-27 08:57:28.057501,0/0/10,4,80:41:26:3C:43:DF,48575443804D929B,-20.55,1.95,online,7F110,7F110-S1,9,7F110S1 P9,Não
9340,95,2025-05-27 08:57:26.825298,0/0/10,3,38:BC:01:8A:4A:BA,485754438A4AB99A,-22.59,1.92,online,A7F110,A7F110-S4,1,A7F110S4 P1,Não
9339,95,2025-05-27 08:57:25.593862,0/0/10,1,CC:BB:FE:6A:E7:AE,48575443E4BE2B9D,-20.91,2.32,online,A7F110,A7F110-S2,1,A7F110S2 P1,Não
9338,95,2025-05-27 08:57:24.353040,0/0/10,0,N/A,485754433CC5507C,N/A,N/A,offline,27503,N/A,N/A,27503,Não
9337,95,2025-05-27 08:57:22.456856,0/0/9,18,04:25:C5:C4:61:68,48575443C4616791,-23.56,2.2,online,A7F25,A7F25-S1,3,A7F25S1 P3,Não
9336,95,2025-05-27 08:57:21.226897,0/0/9,17,F0:2F:A7:B5:76:49,48575443B5764888,-24.68,2.16,online,A7F25,A7F25-S1,2,A7F25S1 P2,Não
9335,95,2025-05-27 08:57:19.994578,0/0/9,16,7C:C3:85:9C:AF:29,485754439EAF289E,-22.14,2.27,online,A7F25,A7F25-S4,10,A7F25S4 P10,Não
9334,95,2025-05-27 08:57:18.759312,0/0/9,15,34:6A:C2:85:A8:DC,485754432ABCED9D,-25.53,2.06,online,A7F25,A7F25-S6,11,A7F25S6 P11,Não
9333,95,2025-05-27 08:57:17.519380,0/0/9,13,A4:BE:2B:48:83:F3,48575443E325169C,-23.18,2.08,online,A7F25,A7F25-S7,4,A7F25S7 P4,Não
9332,95,2025-05-27 08:57:16.286149,0/0/9,10,5C:E7:47:C7:4E:87,48575443A653E0AB,-19.62,2.22,online,7F25,7F25-S4,16,7F25S4 P16,Não
9331,95,2025-05-27 08:57:15.055743,0/0/9,9,50:6F:77:AA:07:A4,48575443CBF3719B,-20.7,2.3,online,A7F25,A7F25-S6,13,A7F25S6 P13,Não
9330,95,2025-05-27 08:57:13.822516,0/0/9,8,N/A,485754437573919C,N/A,N/A,offline,7F25,7F25-S4,14,7F25S4 P14,Não
9329,95,2025-05-27 08:57:13.576562,0/0/9,7,N/A,485754438D5C59A4,N/A,N/A,offline,A7F25,A7F25-S4,13,A7F25S4 P13,Não
9328,95,2025-05-27 08:57:13.340555,0/0/9,6,A4:C6:4F:62:9C:A2,48575443629CA18C,-21.19,2.04,online,A7F25,A7F25-S6,2,A7F25S6 P2,Não
9327,95,2025-05-27 08:57:12.105158,0/0/9,5,08:C0:21:32:04:9B,485754432AB4B09D,-20.36,2.09,online,7F25,7F25-S1,4,7F25S1 P4,Não
9326,95,2025-05-27 08:57:10.724617,0/0/9,4,48:FD:8E:69:A1:AE,4857544369A1AD83,-21.02,2.05,online,A7F25,A7F25-S7,2,A7F25S7 P2,Não
9325,95,2025-05-27 08:57:09.479704,0/0/9,3,F0:2F:A7:6F:B9:32,485754436FB93188,-19.87,2.07,online,7f25s4 p4,N/A,N/A,7f25s4 p4,Não
9324,95,2025-05-27 08:57:08.243773,0/0/9,2,N/A,485754434E9E889A,N/A,N/A,offline,A7F25,A7F25-S4,11,A7F25S4 P11,Não
9323,95,2025-05-27 08:57:08.015192,0/0/9,1,38:EB:47:E0:67:ED,48575443DB5532A3,-21.55,2.26,online,A7F25,A7F25-S7,1,A7F25S7 P1,Não
9322,95,2025-05-27 08:57:06.775189,0/0/9,0,04:27:58:64:40:6E,485754432A156C9D,-20.36,1.91,online,A7F25,A7F25-S1,1,A7F25S1 P1,Não
9321,95,2025-05-27 08:57:04.182978,0/0/8,11,N/A,48575443D81EF7A3,N/A,N/A,offline,8F87,8F87-S5,2,8F87S5 P2,Não
9320,95,2025-05-27 08:57:03.948595,0/0/8,9,N/A,485754432F396B7D,N/A,N/A,offline,8F87,8F87-S8,3,8F87S8 P3,Não
9319,95,2025-05-27 08:57:03.716896,0/0/8,8,N/A,48575443C2742E9A,N/A,N/A,offline,8F87,8F87-S8,2,8F87S8 P2,Não
9318,95,2025-05-27 08:57:03.488502,0/0/8,6,N/A,485754431615ABA6,N/A,N/A,offline,8F87,8F87-S3,1,8F87S3 P1,Não
9317,95,2025-05-27 08:57:03.259023,0/0/8,5,28:B4:48:DA:5B:B0,48575443026D8D9B,-19.66,2.08,online,A8F87,A8F87-S5,8,A8F87S5 P8,Não
9316,95,2025-05-27 08:57:02.029217,0/0/8,4,N/A,48575443A284179B,N/A,N/A,offline,A8F87,A8F87-S5,7,A8F87S5 P7,Não
9315,95,2025-05-27 08:57:01.799218,0/0/8,3,3C:15:FB:9A:B1:59,485754439D0BAE9C,-21.25,2.28,online,8F87,8F87-S6,1,8F87S6 P1,Não
9314,95,2025-05-27 08:57:00.562798,0/0/8,2,F8:75:88:D1:9A:83,485754431A50C73C,-16.71,1.87,online,8F87,8F87-S5,3,8F87S5 P3,Não
9313,95,2025-05-27 08:56:59.318115,0/0/8,1,64:13:AB:8D:16:23,48575443F6D2F6AB,-20.27,2.3,online,8F87,8F87-S6,3,8F87S6 P3,Não
9312,95,2025-05-27 08:56:58.074897,0/0/8,0,88:3F:D3:54:92:7B,4857544354927A8B,-17.03,2.15,online,A8F87,A8F87-S5,1,A8F87S5 P1,Não
9311,95,2025-05-27 08:56:55.688169,0/0/7,7,3C:15:FB:52:00:B6,4857544397FE849C,-20.41,2.32,online,7F23,7F23-S4,1,7F23S4 P1,Não
9310,95,2025-05-27 08:56:54.404064,0/0/7,5,C8:8D:83:DB:5E:6A,48575443DB5E6984,-19.79,2.08,online,A7F23,A7F23-S5,3,A7F23S5 P3,Não
9309,95,2025-05-27 08:56:53.108877,0/0/7,4,2C:55:D3:34:DC:25,485754430C3A3F2F,-20.36,2.21,online,7F23,7F23-S2,4,7F23S2 P4,Não
9308,95,2025-05-27 08:56:51.863880,0/0/7,3,N/A,485754436F1D5B9A,N/A,N/A,offline,A7F23,A7F23-S4,1,A7F23S4 P1,Não
9307,95,2025-05-27 08:56:51.615440,0/0/7,2,48:8E:EF:9D:F4:57,4857544361B97F9B,-20.22,2.13,online,A7F23,A7F23-S4,2,A7F23S4 P2,Não
9306,95,2025-05-27 08:56:50.369907,0/0/7,1,N/A,48575443F5A8B69E,N/A,N/A,offline,7F23,7F23-S5,16,7F23S5 P16,Não
9305,95,2025-05-27 08:56:50.121728,0/0/7,0,F0:2F:A7:B5:75:93,48575443B5759288,-21.13,2.45,online,A7F23,A7F23-S5,4,A7F23S5 P4,Não
9304,95,2025-05-27 08:56:47.844298,0/0/6,5,N/A,485754432A971B9C,N/A,N/A,offline,7F22,7F22-S3,5,7F22S3 P5,Não
9303,95,2025-05-27 08:56:47.607806,0/0/6,4,N/A,48575443496E8F9A,N/A,N/A,offline,7F22,7F22-S3,3,7F22S3 P3,Não
9302,95,2025-05-27 08:56:47.367373,0/0/6,3,N/A,485754439922BE9E,N/A,N/A,offline,A7F22,A7F22-S8,4,A7F22S8 P4,Não
9301,95,2025-05-27 08:56:47.132148,0/0/6,2,N/A,485754431AE2663C,N/A,N/A,offline,7F22,7F22-S3,4,7F22S3 P4,Não
9300,95,2025-05-27 08:56:46.901191,0/0/6,1,N/A,48575443B6653BB3,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9299,95,2025-05-27 08:56:46.664298,0/0/6,0,7C:C3:85:52:C0:D4,485754430A5DAC9E,-22.52,1.95,online,A7F22,A7F22-S8,1,A7F22S8 P1,Não
9298,95,2025-05-27 08:56:44.391728,0/0/5,12,N/A,48575443EE8D929E,N/A,N/A,offline,7F11,7F11-S7,8,7F11S7 P8,Não
9297,95,2025-05-27 08:56:44.155282,0/0/5,11,N/A,485754433C2E6C9E,N/A,N/A,offline,A7F11,A7F11-S1,8,A7F11S1 P8,Não
9296,95,2025-05-27 08:56:43.917583,0/0/5,10,00:2E:C7:4B:C4:91,4857544348B88F9B,-21.94,2.3,online,7F11,7F11-S7,1,7F11S7 P1,Não
9295,95,2025-05-27 08:56:42.682901,0/0/5,9,N/A,48575443CDE3629B,N/A,N/A,offline,A7F11,A7F11-S1,11,A7F11S1 P11,Não
9294,95,2025-05-27 08:56:42.453152,0/0/5,8,N/A,485754437D8192A3,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9293,95,2025-05-27 08:56:42.223527,0/0/5,5,34:6A:C2:37:F7:DA,485754434E7F7E9A,-21.3,2.14,online,7F11,7F11-S7,10,7F11S7 P10,Não
9292,95,2025-05-27 08:56:40.984427,0/0/5,4,68:CC:6E:6D:16:CA,485754432C575A9D,-26.02,2.01,online,A7F11,A7F11-S1,10,A7F11S1 P10,Não
9291,95,2025-05-27 08:56:39.746792,0/0/5,3,N/A,48575443CBE6809B,N/A,N/A,offline,7F11,7F11-S7,9,7F11S7 P9,Não
9290,95,2025-05-27 08:56:39.507842,0/0/5,2,D0:C6:5B:33:17:4B,48575443058C6F93,-21.94,2.36,online,A7F11,A7F11-S7,5,A7F11S7 P5,Não
9289,95,2025-05-27 08:56:38.264492,0/0/5,1,38:BC:01:67:82:F4,485754436782F39A,-20.75,1.82,online,A7F11,A7F11-S1,2,A7F11S1 P2,Não
9288,95,2025-05-27 08:56:37.031290,0/0/5,0,70:79:90:BE:32:DE,48575443BE32DD8D,-24.2,2.03,online,7F11,7F11-S3,7,7F11S3 P7,Não
9287,95,2025-05-27 08:56:34.761736,0/0/4,20,C8:1F:BE:B3:77:26,48575443B3772580,-27.69,2.31,online,A6D25,A6D25-S1,9,A6D25S1 P9,Não
9286,95,2025-05-27 08:56:33.530621,0/0/4,19,E8:68:19:E7:60:BE,485754437BBA309B,-20.31,2.25,online,A6D25,A6D25-S1,7,A6D25S1 P7,Não
9285,95,2025-05-27 08:56:32.290195,0/0/4,18,38:BC:01:F5:E4:C6,48575443F5E4C592,-19.32,2.29,online,A6D25,A6D25-S5,4,A6D25S5 P4,Não
9284,95,2025-05-27 08:56:31.058541,0/0/4,16,B4:43:26:BA:2B:C8,48575443FEDBC29C,-17.87,2.11,online,6D25,6D25-S5,5,6D25S5 P5,Não
9283,95,2025-05-27 08:56:29.818600,0/0/4,15,7C:C3:85:52:C0:6E,485754430A5DA69E,-28.24,2.3,online,A6D24,A6D24-S2,1,A6D24S2 P1,Não
9282,95,2025-05-27 08:56:28.585691,0/0/4,13,F4:E5:F2:CF:EE:78,48575443E040B4A1,-21.02,2.35,online,A6D25,A6D25-S2,11,A6D25S2 P11,Não
9281,95,2025-05-27 08:56:27.047656,0/0/4,12,N/A,485754430A407F9E,N/A,N/A,offline,A6D25,A6D25-S5,12,A6D25S5 P12,Não
9280,95,2025-05-27 08:56:26.818722,0/0/4,11,B4:43:26:BA:15:F2,48575443FEDA149C,-19.03,2.26,online,6D25,6D25-S5,9,6D25S5 P9,Não
9279,95,2025-05-27 08:56:25.580829,0/0/4,10,FC:BC:D1:EE:49:25,485754437D7E3E9E,-25.08,2.04,online,A6D25,A6D25-S2,9,A6D25S2 P9,Não
9278,95,2025-05-27 08:56:23.938521,0/0/4,9,14:30:04:8F:49:A3,485754438828919A,-19.06,2.0,online,A6D25,A6D25-S1,4,A6D25S1 P4,Não
9277,95,2025-05-27 08:56:22.686783,0/0/4,8,F0:2F:A7:B5:77:E9,48575443B577E888,-18.21,2.27,online,6D25,6D25-S2,16,6D25S2 P16,Não
9276,95,2025-05-27 08:56:21.448438,0/0/4,7,B4:FB:F9:D9:8B:E7,48575443BF1BD09B,-18.04,2.25,online,6D25,6D25-S5,11,6D25S5 P11,Não
9275,95,2025-05-27 08:56:20.213484,0/0/4,6,88:66:39:86:D7:C4,4857544386D7C395,-22.07,2.11,online,A6D25,A6D25-S1,2,A6D25S1 P2,Não
9274,95,2025-05-27 08:56:18.976609,0/0/4,5,38:BC:01:F5:E4:D3,48575443F5E4D292,-24.56,1.93,online,A6D25,A6D25-S5,1,A6D25S5 P1,Não
9273,95,2025-05-27 08:56:17.740125,0/0/4,4,C0:BF:C0:5C:A3:E1,48575443030E9E9A,-17.9,2.3,online,A6D25,A6D25-S4,2,A6D25S4 P2,Não
9272,95,2025-05-27 08:56:16.500119,0/0/4,3,04:33:89:3C:34:87,48575443B748A79D,-19.7,2.29,online,A6D25,A6D25-S2,2,A6D25S2 P2,Não
9271,95,2025-05-27 08:56:15.216856,0/0/4,2,B4:FB:F9:9E:30:AB,48575443BA07FF9B,-26.02,2.24,online,A6D25,A6D25-S1,1,A6D25S1 P1,Não
9270,95,2025-05-27 08:56:13.982783,0/0/4,1,N/A,48575443ECC7169D,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9269,95,2025-05-27 08:56:13.746322,0/0/4,0,0C:C6:CC:CD:56:AF,485754439CFCBB9B,-17.67,2.28,online,A6D25,A6D25-S2,7,A6D25S2 P7,Não
9268,95,2025-05-27 08:56:11.134879,0/0/3,9,28:68:D2:4C:15:95,48575443FFAAFAA6,-19.32,2.27,online,A6D24,A6D24-S5,1,A6D24S5 P1,Não
9267,95,2025-05-27 08:56:09.885730,0/0/3,7,A0:8C:F8:0C:68:12,485754430C681193,-20.08,2.42,online,A6D24,A6D24-S1,2,A6D24S1 P2,Não
9266,95,2025-05-27 08:56:08.654103,0/0/3,5,60:DE:F3:7F:96:4E,485754432AF8338B,-20.81,2.17,online,6D24,6D24-S4,9,6D24S4 P9,Não
9265,95,2025-05-27 08:56:07.420859,0/0/3,4,88:66:39:C7:79:43,48575443C7794295,-20.0,2.37,online,6D24,6D24-S5,3,6D24S5 P3,Não
9264,95,2025-05-27 08:56:06.185899,0/0/3,1,CC:BB:FE:EA:91:5B,48575443ECC4AB9D,-20.55,2.19,online,A6D24,A6D24-S8,1,A6D24S8 P1,Não
9263,95,2025-05-27 08:56:04.951828,0/0/3,0,60:2E:20:1E:D4:00,485754430ADFAC9B,-17.57,2.3,online,A6D24,A6D24-S8,3,A6D24S8 P3,Não
9262,95,2025-05-27 08:56:02.688333,0/0/2,22,N/A,48575443576C5B9B,N/A,N/A,offline,A6D23,A6D23-S3,2,A6D23S3 P2,Não
9261,95,2025-05-27 08:56:02.453560,0/0/2,21,70:C7:F2:3A:41:B4,485754434D1AC79E,-17.28,2.03,online,6D23,6D23-S7,5,6D23S7 P5,Não
9260,95,2025-05-27 08:56:01.203092,0/0/2,20,B4:6E:08:36:42:E9,485754438C1382CB,-17.64,2.31,online,6D23,6D23-S3,4,6D23S3 P4,Não
9259,95,2025-05-27 08:55:59.134983,0/0/2,19,48:D5:39:AD:A6:28,485754434E94029A,-18.35,2.25,online,A6D23,A6D23-S2,9,A6D23S2 P9,Não
9258,95,2025-05-27 08:55:57.846351,0/0/2,18,44:22:7C:01:CF:02,48575443444824A7,-18.18,2.3,online,A6D23,A6D23-S3,10,A6D23S3 P10,Não
9257,95,2025-05-27 08:55:56.616409,0/0/2,17,24:A5:2C:51:DC:46,4857544315672692,-21.67,1.96,online,A6D23,A6D23-S3,8,A6D23S3 P8,Não
9256,95,2025-05-27 08:55:55.378859,0/0/2,16,7C:C3:85:8A:76:A8,485754438A76A79E,-18.99,2.43,online,A6D23,A6D23-S2,6,A6D23S2 P6,Não
9255,95,2025-05-27 08:55:54.100896,0/0/2,15,48:D5:39:A8:AB:75,48575443A8AB7482,-19.66,1.98,online,A6D23,A6D23-S5,4,A6D23S5 P4,Não
9254,95,2025-05-27 08:55:52.858895,0/0/2,14,C4:B8:B4:40:17:11,48575443524B5C9D,-19.95,1.93,online,A6D23,A6D23-S5,3,A6D23S5 P3,Não
9253,95,2025-05-27 08:55:51.610990,0/0/2,13,F0:63:F9:D9:59:87,48575443DA28C59D,-17.35,2.28,online,A6D23,A6D23-S4,1,A6D23S4 P1,Não
9252,95,2025-05-27 08:55:50.369340,0/0/2,12,N/A,48575443A91CF695,N/A,N/A,offline,A6D23,A6D23-S3,2,A6D23S3 P2,Não
9251,95,2025-05-27 08:55:50.129327,0/0/2,11,FC:1B:D1:65:A3:63,485754437D81B2A3,-18.96,2.13,online,A6D23,A6D23-S3,9,A6D23S3 P9,Não
9250,95,2025-05-27 08:55:48.886583,0/0/2,10,N/A,485754433758CF97,N/A,N/A,offline,A6D23,A6D23-S5,2,A6D23S5 P2,Não
9249,95,2025-05-27 08:55:48.643639,0/0/2,9,48:FD:8E:96:5F:6D,48575443965F6C83,-17.26,2.33,online,A6D23,A6D23-S5,1,A6D23S5 P1,Não
9248,95,2025-05-27 08:55:46.343676,0/0/2,8,4C:F9:5D:C0:E5:47,48575443C0E54686,-18.69,1.95,online,A6D23,A6D23-S5,5,A6D23S5 P5,Não
9247,95,2025-05-27 08:55:45.012305,0/0/2,7,N/A,4857544355F63B9A,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9246,95,2025-05-27 08:55:44.718438,0/0/2,6,80:41:26:46:CD:48,48575443811CFF9B,-16.53,2.08,online,A6D23,A6D23-S7,2,A6D23S7 P2,Não
9245,95,2025-05-27 08:55:43.433837,0/0/2,5,FC:1B:D1:66:CD:5A,485754437D9339A3,-17.62,1.88,online,A6D23,A6D23-S3,5,A6D23S3 P5,Não
9244,95,2025-05-27 08:55:42.132807,0/0/2,4,DC:99:14:5D:28:9F,485754430A40BA9D,-27.21,2.26,online,A6D23,A6D23-S3,1,A6D23S3 P1,Não
9243,95,2025-05-27 08:55:40.898396,0/0/2,3,04:88:5F:46:37:BA,48575443A662A29B,-17.95,2.23,online,6D23,6D23-S8,1,6D23S8 P1,Não
9242,95,2025-05-27 08:55:39.641580,0/0/2,2,N/A,4857544315866792,N/A,N/A,offline,A6D23,A6D23-S3,7,A6D23S3 P7,Não
9241,95,2025-05-27 08:55:39.406317,0/0/2,1,88:66:39:86:74:97,4857544386749695,-18.44,1.99,online,A6D23,A6D23-S3,3,A6D23S3 P3,Não
9240,95,2025-05-27 08:55:38.166286,0/0/2,0,48:FD:8E:56:4D:A6,48575443032A693A,-18.99,2.4,online,A6D23,A6D23-S4-B,9,A6D23S4-B P9,Não
9239,95,2025-05-27 08:55:35.599219,0/0/1,4,78:58:60:F4:39:33,48575443FE294C9B,-20.65,1.83,online,6D22,6D22-S2,4,6D22S2 P4,Não
9238,95,2025-05-27 08:55:34.363013,0/0/1,3,00:2E:C7:4B:C6:4B,4857544348B8B19B,-30.0,1.99,online,6D22,6D22-S3,3,6D22S3 P3,Não
9237,95,2025-05-27 08:55:33.130724,0/0/1,2,DC:99:14:0B:9C:AC,4857544303EDEB9D,-16.55,1.91,online,6D22,6D22-S1,1,6D22S1 P1,Não
9236,95,2025-05-27 08:55:31.892153,0/0/1,1,FC:1B:D1:66:54:7E,485754437D8C1DA3,-16.12,2.43,online,6D22,6D22-S7,1,6D22S7 P1,Não
9235,95,2025-05-27 08:55:30.650369,0/0/1,0,68:CC:6E:DA:1B:88,4857544365E5389A,-16.82,2.38,online,6D22,6D22-S2,1,6D22S2 P1,Não
9234,95,2025-05-27 08:55:28.649171,0/0/0,11,18:DE:D7:0D:28:3A,485754430D28398A,-20.86,2.17,online,6D21,6D21-S2,3,6D21S2 P3,Não
9233,95,2025-05-27 08:55:27.402901,0/0/0,10,80:41:26:D1:2C:96,485754438F29209B,-17.9,1.87,online,6D21,6D21-S7,4,6D21S7 P4,Não
9232,95,2025-05-27 08:55:26.151440,0/0/0,8,N/A,485754439F589D95,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9231,95,2025-05-27 08:55:25.909462,0/0/0,7,28:B4:48:3C:D1:E9,48575443E6C0229A,-16.38,2.05,online,6D21,6D21-S7,2,6D21S7 P2,Não
9230,95,2025-05-27 08:55:24.663555,0/0/0,6,FC:BC:D1:85:12:E2,48575443769DF19E,-19.43,2.21,online,6D21,6D21-S4,4,6D21S4 P4,Não
9229,95,2025-05-27 08:55:23.422955,0/0/0,5,7C:C3:85:B1:3F:84,48575443B13F839E,-20.31,2.1,online,6D21,6D21-S2,4,6D21S2 P4,Não
9228,95,2025-05-27 08:55:22.188988,0/0/0,3,C8:8D:83:63:4C:DD,48575443634CDC9A,-20.97,1.94,online,A6D21,A6D21-S6,4,A6D21S6 P4,Não
9227,95,2025-05-27 08:55:20.954087,0/0/0,2,80:69:33:8D:F9:52,48575443F65A549D,-16.69,2.23,online,6D21,6D21-S6,2,6D21S6 P2,Não
9226,95,2025-05-27 08:55:19.696386,0/0/0,1,N/A,485754436E49239C,N/A,N/A,offline,N/A,N/A,N/A,ONT_NO_DESCRIPTION,Não
9225,95,2025-05-27 08:55:19.435898,0/0/0,0,70:C7:F2:15:27:12,485754434B5E349E,-19.46,1.95,online,6D21,6D21-S7,1,6D21S7 P1,Não
9224,95,2025-05-27 08:39:16.226324,0/3/14,0,N/A,485754430A4A239D,N/A,N/A,offline,A8F910,A8F910-S5,1,A8F910S5 P1,Não
9223,95,2025-05-27 08:39:09.192965,0/3/12,0,7C:C3:85:4D:C5:19,485754430A12A19E,-19.95,2.21,online,8F911,8F911-S2,1,8F911S2 P1,Não
9222,95,2025-05-27 08:39:01.418775,0/3/10,0,DC:99:14:0B:92:6A,4857544303ED219D,-20.65,2.09,online,8F98,8F98-S2,1,8F98S2 P1,Não
9221,95,2025-05-27 08:38:59.457206,0/3/9,1,F0:63:F9:61:0A:B7,48575443CCBDB19D,-20.36,2.24,online,A8F97,A8F97-S3,1,A8F97S3 P1,Não
9220,95,2025-05-27 08:38:58.223448,0/3/9,0,88:66:39:A9:B7:D9,48575443A9B7D895,-21.08,1.9,online,8F97,8F97-S4,1,8F97S4 P1,Não
9219,95,2025-05-27 08:38:55.963722,0/3/8,1,FC:1B:D1:65:A4:2F,485754437D81BEA3,-15.67,2.47,online,8F96S1 p2,N/A,N/A,8F96S1 p2,Não
